vl_site;vl_year;year;use;url;uid;title;author;anchor
"Tallinn";"1842";"1839";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=71432";"ra.ee=TLA.149.4.329 leht 1";"Geometrischer Plan von den Hofs Ländereien der Güter Nehat und Faeht.";"Georg Gustav Storch, Gabler, Schellbach";"1839";
"Tallinn";"1842";"1840";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=229382";"ra.ee=EAA.854.4.64";"Charte vom Domgrunde";"";"1840";
"Tallinn";"1842";"1842";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=5305";"ra.ee=EAA.2072.2.8";"Частъ генералънаго плана Ревеля, с показанием расположения кварталов, также крепостных верок с разведенными на них садами, отданных в городское ведомство.";"";"1842";
"Tallinn";"1842";"1848";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=32782";"ra.ee=EAA.79.2.340";"По Ревельской крепости. Генеральный планъ Ревельского военного госпиталя, съ показаниемъ отдельныхъ строении и пристроекъ къ казеннымъ зданиямъ";"";"1848";
"Tallinn";"1842";"1848";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=70640";"ra.ee=TLA.149.4.22a leht 1";"План города Ревеля. По Ревельской крепости.";"Georg Gustav Storch";"1848.Vanalinn";
"Tallinn";"1842";"1849";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=71631";"ra.ee=TLA.149.4.362 leht 1";"Geometrischer Plan des Stadtgutes Habers";"F. Adamson, Erik Renter, Schellbach";"1849.Haabersti";
"Tallinn";"1842";"1850";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=108340";"ra.ee=ERA.T-6.3.1743 leht 1";"Karte von Reval";"";"1850";
"Tallinn";"1856";"1856";"P";"http://www.digar.ee/viewer/et/nlib-digar:43978";"isbn=9789949539048;nlib.ee=KTC 2(D)";"Geometrischer Plan der Gouvernements-Stadt Reval";"Verlag von Franz Kluge";"1856";
"Tallinn";"1856";"1860";"P";"http://www.digar.ee/viewer/et/nlib-digar:46504";"isbn=9789949539062;nlib.ee=ARKtB 5.234";"Karte von Reval";"Lith. F. W. Macdonald";"1860";
"Tallinn";"1865";"1865";"D";"http://www.digar.ee/viewer/et/nlib-digar:113174";"nlib.ee=KD 3.949";"Generalkarte der Stadt Reval mit der Umgebung";"Johann Heinrich Schmidt";"1865";
"Tallinn";"1865c";"1865";"P";"http://www.digar.ee/viewer/et/nlib-digar:44048";"nlib.ee=KD 3.949";"Karte sämmtlicher Laendereien des 1-ten Vorstadt-quartals";"Johann Heinrich Schmidt";"1865.I";
"Tallinn";"1865c";"1865";"P";"http://www.digar.ee/viewer/et/nlib-digar:113199";"nlib.ee=KD 3.949";"Karte sämmtlicher Laendereien des 2-ten Vorstadt-quartals";"Johann Heinrich Schmidt";"1865.II";
"Tallinn";"1865c";"1865";"P";"http://www.digar.ee/viewer/et/nlib-digar:113202";"nlib.ee=KD 3.949";"Karte sämmtlicher Laendereien des 3-ten Vorstadt-quartals";"Johann Heinrich Schmidt";"1865.III";
"Tallinn";"1865c";"1865";"P";"http://www.digar.ee/viewer/et/nlib-digar:113203";"nlib.ee=KD 3.949";"Karte sämmtlicher Laendereien des 4-ten Vorstadt-quartals";"Johann Heinrich Schmidt";"1865.IV";
"Tallinn";"1865c";"1865";"P";"http://www.digar.ee/viewer/et/nlib-digar:43977";"nlib.ee=KD 3.949";"Special-Karte des Dom-territoriums in Reval";"Johann Heinrich Schmidt";"1865.Dom";
"Tallinn";"1865c";"1865";"P";"http://www.digar.ee/viewer/et/nlib-digar:44049";"nlib.ee=KD 3.949";"Karte des 1ten u. 2ten Stadt-Quartals der Gouvernements-Stadt Reval";"Johann Heinrich Schmidt";"1865.12";
"Tallinn";"1865c";"1865";"P";"http://www.digar.ee/viewer/et/nlib-digar:113174";"nlib.ee=KD 3.949";"Generalkarte der Stadt Reval mit der Umgebung";"Johann Heinrich Schmidt";"1865";
"Tallinn";"1872";"1872";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=21121";"ra.ee=EAA.854.4.67 leht 1";"Transport Karte von Reval.";"Schmidt";"1872";
"Tallinn";"1872";"1875";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=9855";"ra.ee=EAA.3724.4.350 leht 1";"General Karte von dem privaten Gute Wiems im Harrienschen Kreise und Jegelechtschen Kirchspiele";"J. Kuzmanov";"1875.Viimsi";
"Tallinn";"1885";"1881";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=73831";"ra.ee=TLA.149.5.1411 leht 1";"Folio 3. Stadt Weide auf dem Grossen Laaks Berge, Torfmor, Höfchen Weimarshof, Neustadt, Steinbrüche.";"Friedrich Eurich, P. Päts, E. Volmüller";"1881.Lasnamae";
"Tallinn";"1885";"1881";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=73829";"ra.ee=TLA.149.5.1409 leht 1";"Folio 1. Stadt Weide auf dem Laaks Berge,Höfch. Marienberg u. Carlowa.";"Friedrich Eurich, P. Päts, E. Volmüller";"1881.Maarjamae";
"Tallinn";"1885";"1881";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=73830";"ra.ee=TLA.149.5.1410 leht 1";"Folio 2. Stadt Heuschläge.";"Friedrich Eurich, P. Päts, E. Volmüller";"1881.Nehatu";
"Tallinn";"1885";"1881";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=74716";"ra.ee=TLA.149.5.2179 leht 1";"Folio 6. Christinenthäler Wiesen, Springthal. Die Höfchen Dunten, Löwenruh, Marienthal, Blankenthal und Wittenhof.";"Friedrich Eurich, P. Päts, E. Volmüller";"1881.Kristiine";
"Tallinn";"1885";"1881";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=73835";"ra.ee=TLA.149.5.1415 leht 1";"Folio 7. Stadt Weide. Höfchen Schwarzenbeck, Seewald, Lichtfabrik, Grabbysch Ziegelei.";"Friedrich Eurich, P. Päts, E. Volmüller";"1881.Pelgulinna";
"Tallinn";"1885";"1881";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=73832";"ra.ee=TLA.149.5.1412 leht 1";"Folio 4. Der Obere See. Publ. Sandfläche von der Pernauschen bis zur Dörptschen Strasse.";"Friedrich Eurich, P. Päts, E. Volmüller";"1881.J2rvevana";
"Tallinn";"1885";"1881";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=73834";"ra.ee=TLA.149.5.1414 leht 1";"Folio 5. Publ. Stadt Sandfläche an der Grenze von Jelgimeggi und Habers.";"Friedrich Eurich, P. Päts, E. Volmüller";"1881.Nomme";
"Tallinn";"1885";"1881";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=75244";"ra.ee=TLA.149.6.9 leht 1";"Plan von der Revalschen Stadtbesitzlichkeit Ziegelskoppel mit der Insel Carlos.";"Friedrich Eurich, E. Lohk, E. Volmüller";"1881.Kopli";
"Tallinn";"1885";"1885";"P";"http://www.digar.ee/viewer/et/nlib-digar:50538";"isbn=9789949539116;nlib.ee=KTC 5.262";"Situatsionplan der Stadt Reval";"Verlag von Ferd. Wassermann";"1885";
"Tallinn";"1901";"1899";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=218389";"ra.ee=EAA.2072.5.836 leht 8";"Эстляндская губерния. 2-29 Ревельский уезд";"";"1899.Viimsi";
"Tallinn";"1901";"1899";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=218443";"ra.ee=EAA.2072.5.836 leht 23";"Эстляндская губерния. 3-28 Ревельский уезд";"Лазаревский";"1899.Haabersti";
"Tallinn";"1901";"1899";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=218444";"ra.ee=EAA.2072.5.836 leht 24";"Эстляндская губерния. 3-29 Ревельский уезд";"";"1899.Pirita";
"Tallinn";"1901";"1899";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=200581";"ra.ee=ERA.T-6.3.600 leht 2";"Эстляндская губерния. 4-28 Ревельский уезд";"Лазаревский";"1899.Nomme";
"Tallinn";"1901";"1899";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=102797";"ra.ee=ERA.T-6.3.601 leht 1";"Эстляндская губерния. 4-29 Ревельский уезд";"Коневь, Павловский";"1899.Kurna";
"Tallinn";"1842";"18XX";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=25647";"ra.ee=EAA.2072.9.5";"Karte von dem im 18 ten Vorstadt Qartel des Stadt Reval auf J. v. Hohenschen Grunde gelegenen Platz. ";"";"18XX.Tatari";
"Tallinn";"1901";"1901";"P";"http://www.digar.ee/viewer/et/nlib-digar:44039";"isbn=9789949539000;nlib.ee=KTA 5.100";"Plan der Gouvernementsstadt Reval";"Kluge & Ströhm";"1901";
"Tallinn";"1905";"1905";"P";"http://www.digar.ee/viewer/et/nlib-digar:44009";"isbn=9789949539086;nlib.ee=KTC 9.944";"Reval";"Vermessungs-Abt. 18.";"1905";
"Tallinn";"1911";"1911";"P";"http://www.digar.ee/viewer/et/nlib-digar:112740";"nlib.ee=ARKTC 7.920";"Pharus-Plan Reval";"Kluge & Ströhm";"1911";
"Tallinn";"1913";"1913";"D";"http://www.ra.ee/kaardid/index.php/et/map/view?id=131805";"ra.ee=ERA.T-6.3.1723";"Планъ губернскаго города Ревеля";"";"1913";
"Tallinn";"1919";"1918";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=102002";"ra.ee=ERA.T-6.3.237 leht 1";"2-29 Karte der 8. Armee. BI. 451. Randfer.";"Vermessungsabteilung Nr. 18";"1918.Viimsi";
"Tallinn";"1919";"1918";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=102074";"ra.ee=ERA.T-6.3.251 leht 1";"3-28 Karte der 8. Armee, BI. 435. Hark.";"Vermessungabteilung Nr. 18";"1918.Kristiine";
"Tallinn";"1919";"1919";"P";"http://www.digar.ee/viewer/et/nlib-digar:44669";"isbn=9789949539420;nlib.ee=ARKT-01283";"Tallinna plaan";"Sõjaväe topograafia osakond";"1919";
"Tallinn";"1919";"1919";"P";"http://www.digar.ee/viewer/et/nlib-digar:44962";"isbn=9789949540389;nlib.ee=ARKtC 10.275";"3-27-28 [Kakumäe]";"Sõjawäe Topograafia Osakond";"1919.Kakumae";
"Tallinn";"1919";"1920";"P";"http://www.digar.ee/viewer/et/nlib-digar:46335";"isbn=9789949540396;nlib.ee=ARKtC 10.277";"3-29 [Piirita]";"Sõjawäe Topograafia Osakond";"1920.Pirita";
"Tallinn";"1919";"1920";"P";"http://www.digar.ee/viewer/et/nlib-digar:44968";"ESTER=b1608827x;isbn=9789949540402;nlib.ee=ARKT-01100";"[4-28 Nõmme]";"Sõjawäe Topograafia Osakond";"1920.Nomme";
"Tallinn";"1919";"1920";"P";"http://www.digar.ee/viewer/et/nlib-digar:294039";"ESTER=b24652659;isbn=9789949598366";"Tallinna plaan";"J. F. Brenner & Ko";"1920.Kopli";
"Tallinn";"1924";"1924";"P";"http://www.digar.ee/viewer/et/nlib-digar:290995";"ESTER=b16090664:isbn=978-9949-598-05-2";"II-29 Viimsi";"Sõjaväe Topograafia Jaoskond";"1924.Aegna";
"Tallinn";"1924";"1924";"P";"http://www.digar.ee/viewer/et/nlib-digar:113829";"isbn=9789949540228;nlib.ee=ARKT-03469";"III-29 [Tallinn : Harjumaa]";"Eduard-Adolf Bach, Sõjaväe Topograafia jaoskond";"1924";
"Tallinn";"1924";"1924";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=100866";"ra.ee=ERA.T-6.3.1109 leht 1";"Plaan nr. 1. Lisa sõjaministri ettepaneku 09.08.1924 nr. 10251/4791 juurde Vabariigi Valitsusele";"Sõjaväe Topograafia Osakond";"1924.Nomme";
"Tallinn";"1924";"1924";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=100495";"ra.ee=ERA.T-6.3.112 leht 1";"Eesti topograafiline kaart 1:25000, Kurna IV-29";"E. Bach";"1924.Kurna";
"Tallinn";"1924";"1926";"P";"http://www.digar.ee/viewer/et/nlib-digar:113815";"isbn=9789949539017;nlib.ee=KTA 5.095";"Nõmme";"Karl Puhvel";"1926.Nomme";
"Tallinn";"1924";"1926";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=100457";"ra.ee=ERA.T-6.3.97 leht 1";"Eesti topograafiline kaart 1:25000, III-28, Harjumaa";"V. Rosenberg";"1926";
"Tallinn";"1930";"1928";"D";"http://www.digar.ee/viewer/et/nlib-digar:295044/264639";"isbn=978-9949-598-64-9;ESTER=b16085383";"Tallinna linna plaan";"[s.n.]";"1928";
"Tallinn";"1930";"1929";"P";"http://www.digar.ee/viewer/et/nlib-digar:291049";"isbn=978-9949-598-13-7;ESTER=b1609039";"Tondi - Mustamäe ümbruskonna plaan";"Frits Oja, S. Topograafia jaoskond";"1929";
"Tallinn";"1932";"1930";"P";"http://www.digar.ee/viewer/et/nlib-digar:44633";"isbn=9789949539024;nlib.ee=ARKT-00415";"Nõmme linna plaan";"Maamõõtjate ja kultuurtehnikute artell";"1930.Nomme";
"Tallinn";"1930";"1930";"P";"http://www.digar.ee/viewer/et/nlib-digar:44042";"isbn=9789949539284;nlib.ee=KTC 12.431";"Tallinna linna ja ümbruse plaan";"Jüri Kodres";"1930";
"Tallinn";"1932";"1932";"P";"http://www.digar.ee/viewer/et/nlib-digar:112751";"isbn=9789949539376;nlib.ee=KTC 8.917";"Tallinna linna plaan : kuulub Riigi teataja nr. 59, 1932. a. avaldatud linna Ehitusmääruse juurde";"Tallinna Linnavalitsus";"1932";
"Tallinn";"1939";"1935";"P";"http://www.digar.ee/viewer/et/nlib-digar:301195";"isbn=978-9949-609-20-8";"Nõmme : Harjumaa 1935 a.";"Karl Kriisk, A. Tibar, Johannes Arro, Maks Tenner, Eesti Kaitsevägi; Topo-hüdrograafia osakond.";"1935";
"Tallinn";"1932";"1936";"P";"http://www.digar.ee/viewer/et/nlib-digar:289419";"ESTER=b20947288;isbn=978-9949-564-94-1";"Valdeki õppevälja plaan";"A. Tibar, Kv. St. Topo-hüdrograafia osakond";"1936.Valdeku";
"Tallinn";"1932";"1936";"P";"http://www.digar.ee/viewer/et/nlib-digar:328866";"ESTER=b47572383;isbn=978-9949-623-72-3";"Rahvapark Kloostrimets";"Olaf Sild";"1936.Kloostrimetsa";
"Tallinn";"1939";"1936";"P";"http://www.digar.ee/viewer/et/nlib-digar:301141";"isbn=978-9949-609-10-9";"Suurupi : Harjumaa 1936 a.";"Ants Koik; Eesti Sõjavägi, Topo-hüdrograafia osakond";"1936.W";
"Tallinn";"1939";"1936";"P";"http://www.digar.ee/viewer/et/nlib-digar:301501";"isbn=978-9949-609-11-6";"Tallinn : Harjumaa 1936. a.";"Karl Kriisk, Eduard Öngo, August Tibar, Priidik Vellema, V. Ruusalu; Eesti Kaitsevägi, Topo-hüdrograafia osakond";"1936";
"Tallinn";"1939";"1939";"P";"http://www.digar.ee/viewer/et/nlib-digar:113092";"isbn=9789949539369;nlib.ee=KTA 12.671";"Tallinna linna plaan 1940";"Tarbetrükk";"1939";
"Tallinn";"1939";"1939";"P";"http://www.digar.ee/viewer/et/nlib-digar:112831";"isbn=9789949539031;nlib.ee=KTC 7.953";"Nõmme linna plaan";"Julius Männik, J. Müller";"1939.Nomme";
"Tallinn";"1940";"1940";"P";"http://www.digar.ee/viewer/et/nlib-digar:112811";"isbn=9789949539130;nlib.ee=ARKT-02747:1";"Stadtplan von Reval (Tallinn)";"Generalstab der Luftwaffe";"1940";
"Tallinn";"194A";"1941";"P";"ftp://anonymous:x@jccalvin.ddns.net/Aerial%20Photographs/Aerial%20Miscellaneous/New/Tallin%2018-41.jpg";"ID=11972";"SU9132098";"Witte";"1941";
"Tallinn";"194A";"1944";"P";"ftp://anonymous:x@jccalvin.ddns.net/Aerial%20Photographs/Aerial%20Miscellaneous/New/Tallin%2023-9-44.jpg";"ID=11974";"Reval";"Stabsbildabteilung LN. Kdo. 1";"1944";
"Tallinn";"194A";"1944";"P";"http://www.digar.ee/viewer/et/nlib-digar:412482";"isbn=978-9949-090-86-0";"Nömme";"Heer. Generalstab. Abteilung für Kriegskarten- und Vermessungswesen";"1944W";
"Tallinn";"1957";"1951";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=206126";"ra.ee=ERA.T-6.5.2 leht 8";"Eesti topograafiline kaart ENSV Ülemnõukogu Presiidiumi tehtud parandustega (1:100 000). Генеральный штаб советской армии 0-35-14 (Таллин) Эстонская ССР Таллинская область";"M. Semjonova";"1951";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195273";"ID=4286";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4286";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195275";"ID=4287";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4287";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195491";"ID=4382";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4382";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195492";"ID=4383";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4383";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195493";"ID=4386";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4386";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195495";"ID=4387";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4387";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195430";"ID=4482";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4482";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195432";"ID=4483";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4483";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195404";"ID=4485";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4485";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195407";"ID=4486";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4486";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195408";"ID=4487";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4487";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195664";"ID=4582";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4582";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195666";"ID=4583";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4583";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195670";"ID=4585";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4585";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195673";"ID=4586";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4586";
"Tallinn";"1957";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195674";"ID=4587";"(Tallinna õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1951_4587";
"Tallinn";"1957";"1957";"P";"http://www.digar.ee/viewer/et/nlib-digar:112753";"isbn=9789949539178;nlib.ee=KTC-20305";"Tallinn : [lisa teatmikule ""Tallinn""]";"Eesti Riiklik Kirjastus";"1957";
"Tallinn";"1968";"1968";"P";"http://www.digar.ee/viewer/et/nlib-digar:112738";"isbn=9789949539482;nlib.ee=ARKT-03546";"Таллин (O-35-14) : Эстонская ССР";"СССР. Генеральный Штаб";"1968";
"Tallinn";"1977";"1977";"P";"http://www.digar.ee/viewer/et/nlib-digar:289414";"ESTER=b24860840;isbn=978-9949-564-89-7";"Таллин (O-35-14, 26) : Эстонская ССР";"СССР. Главное управление геодезии и картографии";"1977";
"Tartu";"1600";"1600";"P";"http://www.ester.ee/record=b4459036*est";"isbn=9789949512515";"Derpt";"";"1600";
"Tartu";"1620";"1620";"P";"http://www.ester.ee/record=b4459036*est";"isbn=9789949512515";"Statt Dörpat";"";"1620";
"Tartu";"";"1636";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=284116";"";"";"";"";
"Tartu";"1638";"1638";"P";"http://www.ester.ee/record=b4459036*est";"isbn=9789949512515";"Derpt";"Johan von Rodenburgh";"1638";
"Tartu";"1680";"1680";"P";"http://www.ester.ee/record=b4459036*est";"isbn=9789949512515";"Dorpat";"";"1680";
"Tartu";"1680";"1681";"P";"https://dspace.ut.ee/handle/10062/25624";"http://hdl.handle.net/10062/25624";"Copeÿ der geometrischen Charte von Stadt Dörpt";"Simon Bock, Israel Swedmann";"1681";
"Tartu";"1696";"1696";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16425";"ra.ee=EAA.2623.1.2049 leht 31";"Geometrisch Plaan öfwer Staden Dorpat";"L. Morlingh";"1696";
"Tartu";"1732";"1732";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=29831";"ra.ee=EAA.995.1.6843 leht 2";"Дерпт Сеситуатцыею";"";"1732";
"Tartu";"1767";"1759";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16417";"ra.ee=EAA.2623.1.2049 leht 39";"Plan von der Stadt Dorpat nebst Umgebung";"Johann Gottschalck Remmers";"1759";
"Tartu";"1767";"1767";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=19163";"ra.ee=EAA.2623.1.2049 leht 49";"Plan von der Stadt Dorpat 1767";"";"1767";
"Tartu";"";"1803";"C";"http://www.ra.ee/kaardid/index.php/et/map/view?id=32833";"ra.ee=EAA.402.10.112 leht 1";"Plan der Stadt Dorpat.";"";"";
"Tartu";"1811";"1810";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16390";"ra.ee=EAA.2623.1.2049 leht 23";"Geometrischen Charte von dem Rigischen Gouvernement und Dörptschen Kreise belegenen Dörptschen Stadts Guthe Jama.";"Conrad Martin Sengbusch";"1810";
"Tartu";"1811";"1811";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16394";"ra.ee=EAA.2623.1.2049 leht 83";"Plan der Kaiserl. Kreisstadt Dorpat";"Carl Ignatius, Otto Gustav Dreyer";"1811";
"Tartu";"1704";"1817";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=130";"ra.ee=EAA.995.1.6843 leht 1";"Plan de Dorpat et du siege de cette ville par l´armee russe aux ordres du Marechal Cheremeteff, depuis le 10 Juin, jusqu´au 13 Juillet 1704. План осаде города Дерпта произведенной Российскими войсками под предзодителъством Фелъдмаршала Шереметева с 10-го Июня по 13 Июля 1704. года";"Hatov";"1817";
"Tartu";"1837";"1837";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16413";"ra.ee=EAA.2623.1.2049 leht 44";"Charte der Kaiserlischen Stadt Dorpat.";"Conrad Martin Sengbusch";"1837";
"Tartu";"1837";"1837";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16423";"ra.ee=EAA.2623.1.2049 leht 33";"Plan von der Kreis Stadt Dorpat dessen Jurisdictions-Grenze und umher liegende Situation.";"Joh. Heinr. Galmeister, Carl Joh. Zeibel";"1837B";
"Tartu";"1837";"1841";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16429";"ra.ee=EAA.2623.1.2049 leht 27";"Charte von dem Dorffe Soinast";"Fr. W. Petersen";"1841.Soinaste";
"Tartu";"1837";"1841";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16426";"ra.ee=EAA.2623.1.2049 leht 30";"Charte von die Gesinder Lauga, Kulli, Üllitza, Eriko, Kangro, Iri, Kewwo, wie auch ein Theil Hofs Acker und Wald";"Fr. W. Petersen";"1841.Maarjamoisa";
"Tartu";"1850";"1844";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16410";"ra.ee=EAA.2623.1.2049 leht 47";"Charte der Kreis Stadt Dorpat.";"Conrad Martin Sengbusch";"1844";
"Tartu";"1850";"1846";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=31718";"ra.ee=EAA.2100.11.133 leht 15";"Charte von den im 1-ten Stadttheile Dorpats belegenen Krone Grundplätzen";"Constantin Benjamin Anders, Moritz H. von Dreyer";"1846";
"Tartu";"1850";"1850";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=31732";"ra.ee=EAA.2100.11.133 leht 16";"Плань земли, принадлежащей императорскому дерптскому университету";"";"1850.N";
"Tartu";"1850";"1850";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=19756";"ra.ee=EAA.2623.1.2044 leht 20";"Charte von den im 2-ten Stadttheile belegenen Stadtsplätzen der Kaiserlichen Stadt Dorpat";"Conrad Martin Sengbusch";"1850.SW";
"Tartu";"1850";"1850";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16422";"ra.ee=EAA.2623.1.2049 leht 34";"Charte von den im 3-ten Stadttheile belegenen Stadts Kirchen und Armenplätzen der Kaiserlichen Stadt Dorpat";"Conrad Martin Sengbusch";"1850.E";
"Tartu";"1870";"1870";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16424";"ra.ee=EAA.2623.1.2049 leht 32";"Plan der Stadt Dorpat nebst Umgebung nach dem neuesten Aufnehmung";"";"1870";
"Tartu";"1875";"1875";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=16419";"ra.ee=EAA.2623.1.2049 leht 37";"План существующаго расположения уезднаго города Дерпта Лифляндской губернии с показанием распространения 1875 года.";"David Ellram";"1875";
"Tartu";"1889";"1889";"P";"http://dspace.utlib.ee/dspace/handle/10062/3350";"utlib.ee=Est.A-2466";"Plan der Stadt Dorpat nebst Umgebung nach der neusten Aufnahme";"Reinhold Ludwig Ernst Guleke";"1889";
"Tartu";"1900";"1900";"D";"http://www.ra.ee/kaardid/index.php/et/map/view?id=38126";"ra.ee=EAA.2110.1.4822 leht 2";"Plan von Jurjew - Dorpat";"H. von Laakman";"1900";
"Tartu";"1904";"1904";"P";"http://www.digar.ee/viewer/et/nlib-digar:127622";"isbn=9789949539741;nlib.ee=ARKTA 6.102";"Uebersichts-Karte der Stadt Jurjew (Dorpat) = Общий план города Юрьева";"E. Berthelson";"1904";
"Tartu";"1910";"1910";"P";"http://dspace.utlib.ee/dspace/handle/10062/30026";"utlib.ee=Est.A-3047";"Фарус-план Юрьева";"И.Г. Крюге";"1910";
